name,text,sentiment,,,,,,
getricchdym,NITRO BOMB,,,,,,,
,,,,,,,,
OOK kaicSHOOK,,,,,,,,
offical_light,Reggie,,,,,,,
tayhuey412,LLF,,,,,,,
shadynine_,where's ray j lmao,,,,,,,
r13bert,nigga Stand up,,,,,,,
ShawneyAllStar,yrgeYRG yrgeYRG yrgeYRG yrgeYRG yrgeYRG,,,,,,,
OMGitsTEFLON,do the rage bounce\,,,,,,,
shakialoveee,rage loves him some baby oil,,,,,,,
LUNEWOK,o,,,,,,,
LLOWWWW,,,,,,,,
wan_00,lmaooo,,,,,,,
berryzgotit,Boring ass,,,,,,,
 oil,,,,,,,,
prodbydrumdrop,Ray J is everything to us all,,,,,,,
pishballz,REGGIE BOUT TO GO ROLL UP,,,,,,,
quartosssss,DRUMMER!!! can you play whiplash????,,,,,,,
jianna1cl,RAGEEEEE,,,,,,,
 the knee,,,,,,,,
bosunnyandsweetv,uMONDOEP,Where’s Miles,,,,,,
re oil,,,,,,,,
like a girl,,,,,,,,
icemanthegoat6,DIDDY WOULD LOVE RAGE,,,,,,,
nbolan10,HE WAS HERE RWGE,,,,,,,
ecking.......,,,,,,,,
mas_iconic,Kai went to sleep on the toilet lol,,,,,,,
iamdatgirlll,reggie doesn’t desetayhuey412,LLFH,,,,,,
OIING TO GYM,,,,,,,,
peed,,,,,,,,
paiggeeeyy,wakeee up totaaa,,,,,,,
 LIL HOP,,,,,,,,
Gautama174,Rage a natural sitting oDatBoiRiley,RAGE J,,,,,,
alyssataylora,good morning rage ☀️,,,,,,,
quartosssss,DRUMMER!!! can you play whiplash????DRUMMER!!! can you play whiplash????DRUMMER!!! can you play whiplash????,,meme3132,Rula can’t see,,,,
johanhariiiiiiiii,shut your black adareal229baby,regPetiteJay,,,,,,
�♥️,,,,,,,,
keykaylaona,rula bula tuxT_Wavyy,reggie lol,,,,,,
arwiththe5gifted,Ray glowing like justin,,wake totta,,,,,
Xx_Almighty_X,😮‍💨😮‍💨😮‍xavierwrld00,HALLeskoeeeraa,,,,,,
th the ball,,,,,,,,
pirado_games,Bença,,,,,,,
t PTSD from Ray j 😂,,,,,,,,
redkamel,WHERES RAGE B,,,,,,,
theyluvvvskye,Rulaaaaaa,,,,,,,
LLOONS,,,,,,,,
MatchaKarpKarp,LOL,,,,,,,
LL,,,,,,,,
threeohthree__,LLLLLL,,,,,,,
ke up tota pls,,,,,,,,
blazeupbih,if I get woke up Im wakin ev1 up,,,,,,,
domodrea,theagencyO theagencyO theageBabyyGguzguz888,WHY IS RAY FALLING OF THE BED,,,,,,
1Menace3333333,kaicCryy,,,,,,,
silentlybri,"i haven't b4papireyyy,good boy and sit down
tra people?",,,,,,,
VolcanicClouds,Kai......,,,,,,,
a Being Here,,,,,,,,
TrollyBashGuy,!time,,,,,,,
e u goin to a diddy party,,,,,,,,
geidotcom,miles had them!,,,,,,,
♥️,,,,,,,,
jxez__,nervous white guy laugh,,,,,,,
sauce_22k,hellowwww,,,,,,,
firstake_,reggie alspongeyy1997,Kai in bathroom,where is Kaiiiiii,,,,,
ATG4real,yall aint do the speciaalfawitt,hicksgang,,,,,,
r13bert,nigga get ur ass up,,,,,,,
catwomaen,"THROW WATER ON SILKY, YUGI AND ARKY",,,,,,,
WAS HERE,,,,,,,,
CxCastro,da,,,,,,,
jessicamyn,hey rage,,,,,,,
s,,,,,,,,
BrolyIsBroly,1 more baby oill,,,,,,,
e,,,,,,,,
d,,,,,,,,
nshakira333,NITROGEN BOMBS/1Mblackskig3warfare79,PRODUCTION CHAT FROZEN ON SCREEN,,,,,,
�🤣,,,,,,,,
erinishaas,where’s miles,,,,,,,
ON RAY AN TOTA,,,,,,,,
domodrea,theagencyO theagencyO theagencyO theagencyO theagencyO theagencyO,,,,,,,
7eVenDre,BIGATHON,,,,,,,
anthony_longo03,KaiMillion KaiMillion KaiMillion KaiMillion KaiMillion KaiMillion KaiMillion KaiMillion KaiMillion KaiMillion KaiMillion KaiMillion KaiMillion KaiMillion KaiMillion,,,,,,,
2fly4thai,"Why niggas walk with they hands in they pants, that's nasty",0,,,,,,
keon2230,wake rakia and ray up,,,,,,,
kamiyah_leigh,where crackhead miles go,,,,,,,
aditiw1112,!watchtime,,,,,,,
B,,,,,,,,
gojo_021341,rage what have you got planned out for the faze subathon,,,,,,,
retroguitar67,omgBruh,,,,,,,
prizz0095,@xTlos this is a banger lowkey,,,,,,,
prizz0095,jah,,,,,,,
davewtw,ome32,,,,,,,
davewtw,jah,,,,,,,
osharky_,ome32 ALERT,,,,,,,
retroguitar67,ome32,,,,,,,
xtlos,THEVOICES,,,,,,,
prizz0095,jah ALERT,,,,,,,
retroguitar67,ome32 ALERT,,,,,,,
retroguitar67,ome32 ALERT ome32 ALERT ome32 ALERT,,,,,,,
bobsnuggg,jah ͏,,,,,,,
davewtw,jah,,,,,,,
retroguitar67,uuh,,,,,,,
davewtw,ome32,,,,,,,
davewtw,dansi,,,,,,,
hoomaninvestor55,pre cracked,,,,,,,
retroguitar67,gg cup,,,,,,,
buckviker1,Where's my boy sunny wideBoink,,,,,,,
jcb_2x,"who timed me out? didn’t cuss, wasn’t disrespectful to chat or nobody",,,,,,,
bruhitsdanny1,hello everyone,,,,,,,
whiteboyalexx,did i tell sunny he could go shower?,,,,,,,
whiteboyalexx,thats an instant report.,,,,,,,
theilluminatiswag,CAUGHT,,,,,,,
prizz0095,meow,,,,,,,
retroguitar67,LO,,,,,,,
bruhitsdanny1,hi @RetroGuitar67,,,,,,,
retroguitar67,Classic,,,,,,,
superhere0,monkaS,,,,,,,
prizz0095,NOTED,,,,,,,
day_dream1n,mhm,,,,,,,
retroguitar67,mhm,,,,,,,
retroguitar67,we have a gym now mhm,,,,,,,
superhere0,HUH,,,,,,,
whiteboyalexx,get lacy on the treadmill asap,,,,,,,
oolyric,yes,,,,,,,
jrstarrrr,Lol 🤣,,,,,,,
ggoddid,fsmWaiting,,,,,,,
naomi31014,@iqkev if I could sing I would never stfu 🤣,,,,,,,
hotwheee,test,,,,,,,
iqkev,"@9Magnus, no i swear i embrace everything !",,,,,,,
iqkev,oh u cant hear either ?,,,,,,,
asharma20,LOL,,,,,,,
flickpop,@iqkev sunny is immortal kev,,,,,,,
s3ptom,the obs master sunny snow bunny,,,,,,,
asharma20,benji jail overnight,,,,,,,
iqkev,im gonna buy u,,,,,,,
xeiumx7,overnight in jail?,,,,,,,
asharma20,wifi ggs pre doxxed,,,,,,,
opsy0,wideSpeedApple,,,,,,,
mysteryz_0,wideSpeedLemon,,,,,,,
pooooochihead,wideSpeedApple,,,,,,,
9magnus,wideSpeedLemon ͏,,,,,,,
liptongod,esat wideSpeedLemon GIMME cmere...,,,,,,,
pink5432,wideSpeedLemon ͏,,,,,,,
pandaaaa777,speed32,,,,,,,
renedt17,lipton hiiiiiiii,,,,,,,
kingkyyy33,LOL,,,,,,,
oolyric,ok,,,,,,,
liptongod,hiiiiiiii renedt17,,,,,,,
xkappalot__,uhhh,,,,,,,
opsy0,wideSpeedApple,,,,,,,
oolyric,this is fire,,,,,,,
rivercrysta1z,LMAO,,,,,,,
oolyric,Reacting,,,,,,,
9magnus,LMFAO,,,,,,,
naomi31014,Just think his dad really brought him here to troll 🤣,,,,,,,
iqkev,LMFAO IM DEAD,,,,,,,
justtoii,kaicFireMGM kaicFireMGM kaicFireMGM kaicFireMGM kaicFireMGM kaicFireMGM,,,,,,,
xkappalot__,thug sunny got eliminated,,,,,,,
daking_aj_,@term MODS,,,,,,,
minoofie,eggykaVibe eggykaTail stinky lizard raid eggykaVibe eggykaTail stinky lizard raid eggykaVibe eggykaTail stinky lizard raid eggykaVibe eggykaTail stinky lizard raid eggykaVibe,,,,,,,
iqkev,u need to stop cursing after every fucking word,,,,,,,
saywallebruh,�opsy0,ome105,,,,,,
G_FLEX u got me too right ? DapMeUp,,,,,,,,
xkappalot__,???,,,,,,,
edLemon  wideSpeedLemon wideSpeedLemon,,,,,,,,
mysteryz_0,sunnyDance,,,,,,,
joeyisbthecool,oh brother,,,,,,,
liptongod,LMAO,,,,,,,
,,,,,,,,
king guy,,,,,,,,
term,rakai32,,,,,,,
officalsnoopy,Herewego,,,,,,,
daking_aj_,ome32,,,,,,,
flickpop,ome30,,,,,,,
iqkev,:D,,,,,,,
saywallebruh,… not the tequilla song,,,,,,,
joeyisbthecool,Waiting,,,,,,,
shi_shizzl,HEREWEGO,,,,,,,
prizz0095,bro is catstanding,,,,,,,
ino1cares,LMFAO,,,,,,,
xeiumx7,ome32,,,,,,,
jordannicole7,oh no,,,,,,,
shi_shizzl,LMFAO,,,,,,,
antspsy,catstanding,,,,,,,
liptongod,just wait,,,,,,,
flickpop,ome32,,,,,,,
zerqloi,wideSpeedLemon ͏,,,,,,,
shi_shizzl,iguess,,,,,,,
flickpop,ome32,,,,,,,
ngg_flex,I have 70k bits here lol,,,,,,,
daking_aj_,omePfft2,,,,,,,
sayylless,pfft ͏,,,,,,,
OO,,,,,,,,
asharma20,RT,,,,,,,
bgmbchris541x,LMFAO NAH HE GOATED,,,,,,,
liptongod,RT,,,,,,,
iqkev,"actually writing the letter going fully into the bit, that kid will make it somewhere LMFAO",,,,,,,
iqkev,BANG ANOTHA $1,,,,,,,
mclovin1542,Concerned Concerned,,,,,,,
itskeyah,@imSnapperz ohno,,,,,,,
v87g,SERIOUSLY xd,,,,,,,
f4_komplex,L kid,,,,,,,
xeiumx7,@imSnapperz im so sorry,,,,,,,
iqkev,BANG DOUBLE 100,,,,,,,
xdsznnnn,Cheer100,,,,,,,
liptongod,DAMN,,,,,,,
xdsznnnn,Cheer100,,,,,,,
rogue__one__gaming,FallCry fsmSob,,,,,,,
xdsznnnn,Cheer100,,,,,,,
iqkev,BANG OMG,,,,,,,
iqkev,BANG OMG,,,,,,,
iqkev,BANG OMG,,,,,,,
xdsznnnn,Cheer100,,,,,,,
justmags7,@LiptonGod lmao all I got left,,,,,,,
xdsznnnn,Cheer100,,,,,,,
iqkev,AHHHHH,,,,,,,
xdsznnnn,Cheer100,,,,,,,
osharky_,BANG,,,,,,,
ngg_flex,holy rich,,,,,,,
xdsznnnn,Cheer100,,,,,,,
liptongod,BANG,,,,,,,
iqkev,AHHHHH,,,,,,,
xdsznnnn,Cheer100,,,,,,,
xdsznnnn,Cheer100,,,,,,,
osharky_,BANG,,,,,,,
wlldrage,Cheer100,,,,,,,
xdsznnnn,Cheer100,,,,,,,
liptongod,@JustMags7 damn,,,,,,,
ngg_flex,fuck up this timer,,,,,,,
naomi31014,W gibberish,,,,,,,
srfrm12,Cheer1000,,,,,,,
ytinlaf,holy moly,,,,,,,
f4_komplex,dolla dolla bills yall,,,,,,,
itskeyah,OOOO,,,,,,,
mrdesertpunk,bbbbbbbbBITTIES,,,,,,,
itzzaustintv,Cheer100,,,,,,,
liptongod,ppOverheat,,,,,,,
osharky_,fsmAutism,,,,,,,
adriel_b,PauseChamp we are throwing dollar bills at you,,,,,,,
duckkadoo,YOOO,,,,,,,
itzzaustintv,Cheer100,,,,,,,
lexxpooki,randomly tuning in and seeing the kid laroi is wild,,,,,,,
v87g,EZ INFINITE MONEY GLITCH,,,,,,,
liptongod,WHATT 1K BITS,,,,,,,
mrdesertpunk,Bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbitittiees,,,,,,,
wlldrage,Cheer100,,,,,,,
dynonoob78,sunny is getting rich holy,,,,,,,
pink5432,WW,,,,,,,
iqkev,1000 BANG,,,,,,,
iqkev,BANG 100,,,,,,,
xdsznnnn,Cheer100,,,,,,,
vksc_,BANG,,,,,,,
iqkev,BANG 100,,,,,,,
omaralternate,@iqkev why? shoulve stayed and get that streamer money,,,,,,,
xdsznnnn,Cheer100,,,,,,,
liptongod,WW,,,,,,,
xstingxrayx,BANG BANG,,,,,,,
mysteryz_0,BANG ͏,,,,,,,
frnzyfps,Cheer,,,,,,,
itzzaustintv,Cheer100,,,,,,,
imsnapperz,WW,,,,,,,
xdsznnnn,Cheer100,,,,,,,
osharky_,BANG 5,,,,,,,
itzzaustintv,Cheer100,,,,,,,
vksc_,BANG BANG BANG WW,,,,,,,
kingskullgan,OOOO,,,,,,,
imsnapperz,WW,,,,,,,
itzzaustintv,Cheer100,,,,,,,
xdsznnnn,Cheer100,,,,,,,
notteblu3,BANG,,,,,,,
itzzaustintv,Cheer100,,,,,,,
xdsznnnn,Cheer100,,,,,,,
itskeyah,WW,,,,,,,
vksc_,BANG,,,,,,,
xdsznnnn,Cheer100,,,,,,,
pink5432,WW 5,,,,,,,
liptongod,BANG,,,,,,,
liptongod,BANG,,,,,,,
liptongod,BANG,,,,,,,
xdsznnnn,Cheer100,,,,,,,
flickpop,WW,,,,,,,
vksc_,HYPERLEBRONJAM,,,,,,,
xdsznnnn,Cheer100,,,,,,,
imsnapperz,GIFT SUBS OUUUUU,,,,,,,
flickpop,WW,,,,,,,
kingskullgan,BANG,,,,,,,
notteblu3,BANG 5,,,,,,,
kay_j3,he won,,,,,,,
oliver6969090,@NGG_FLEX lmao,,,,,,,
chocolatmilkgod,she sold,,,,,,,
ytinlaf,Listening,,,,,,,
giitch4thetwitchh,when’s reems blind date and hot ones ?,,,,,,,
jdalmighty_,maybe ask a fuckin worker not chat,,,,,,,
zo5vke,im finna take all yall down,,,,,,,
jaykayrah,scared of spearmint,,,,,,,
ars0ndevil,@gi002x pocket,,,,,,,
skill_issue101_alt,@zo5vke CAUGHT,,,,,,,
whoislethal,IRONICCCCC,,,,,,,
id we want u to be safe?,,,,,,,,
vvmoe,good boy,,,,,,,
gohd,who tf put on seatbelt in the back 🤣 losers,,,,,,,
zo5vke,@my_name_is_jeff05 U HEARD ME,,,,,,,
OL,,,,,,,,
thatgirlterryy55,sorry for caring??/,,,,,,,
skill_issue101_alt,WW silkySLG,,,,,,,
callumbyrne007,PUT IR SEATBELT ON U FAKE THUG,,,,,,,
dripasaurusrex,Adapt balding,,,,,,,
ayemiami_,good bitch,,,,,,,
mrdoalot1800,chat pls gift  this crumb so those SI2 grillz can get melted💔💔💔💔💔💔💔😭😭😭😭😭😭😭😭,,,,,,,
f_e_b_z,mf its ur channel,,,,,,,
mrbootysmackrr,good man,,,,,,,
x149stops,God forbid we want you to be safe,,,,,,,
whoislethal,???,,,,,,,
mattdubby1,so thug,,,,,,,
vvmoe,GOOD SWEET BOY POOK,,,,,,,
whoislethal,IT HURTS??,,,,,,,
ars0ndevil,god bless,,,,,,,
alexacoxtaa,u on true religion site u him mudddd,,,,,,,
eddybuckzz,damn hold on u dead gifted reem and tay kicks from there too😭😭😭,,,,,,,
giitch4thetwitchh,reps,,,,,,,
ars0ndevil,mmm,,,,,,,
skill_issue101_alt,rakaiDance,,,,,,,
whoislethal,LMAOOOOOO,,,,,,,
ars0ndevil,do it wew,,,,,,,
skill_issue101_alt,ome44,,,,,,,
jaykayrah,they sayin do a cool kicks shopping segment woo,,,,,,,
thatsmattt,cool kicks,,,,,,,
ynotjon,cool kicks,,,,,,,
niii_21,lazer holy shit,,,,,,,
nonexposer,Cool Kicks got raided n the owner in jail,,,,,,,
itsjacquelineee,coolkicks got caught,,,,,,,
dankzzz10,coolkicks,,,,,,,
letsgetkritical,LOL,,,,,,,
vvmoe,COOL KICKS WAS SELLING FAKES,,,,,,,
eyezzington,@callumb17 lmao,,,,,,,
hereonthemoon,HE GOT ON BOBOS,1,,,,,,
oosixx,cool kicks got caught,1,,,,,,
whoislethal,COOL KICK GOT RAIDED,1,,,,,,
artthedemon23,💀,1,,,,,,
ericolmos83,cool kicks got raided for fraud,0,,,,,,
ars0ndevil,WHAT,1,,,,,,
callumb17,cool kicks got arrested for fraud,0,,,,,,
legacyry,day 2 nigga relax,0,,,,,,
hassanxoz,!gamble 15,1,,,,,,
msysl,foh,1,,,,,,
cloutifiedzaid,LOL,2,,,,,,
lord_aaru,Hahahha,2,,,,,,
freeeezer20,WORD YBG,2,,,,,,
drvacula,LO,2,,,,,,
guac_yo,this mf really not gonna shower after going to the gym with his musty ass,0,,,,,,
dzxtnn,LOL,1,,,,,,
richtwox,BabyRage  BabyRage    BabyRage    BabyRage,0,,,,,,
n0ahyb_,LOL,2,,,,,,
alonesome,WOW,1,,,,,,
8_franklampard_8,KKonaW,2,,,,,,
kapko301,uhoh,0,,,,,,
jerabet,LUL,2,,,,,,
joel128809,docL,1,,,,,,
n,OMEGADANCE,2,,,,,,
hot_sauce_addict,KKonaW DAMN WAVES,1,,,,,,
kirtap,KKonaW,1,,,,,,
aa1boy,imagine not having a sub bum ass nighas,0,,,,,,
zo5vke,STROKES,1,,,,,,
ogacezz,dude giving birth rn,1,,,,,,
eisoeisoo,WWWWWW COACHHHH,2,,,,,,
yurziyy,hate thread incoming,0,,,,,,
malanidraf,yo chill them bunni fans gon get on yo ass on tiktok ybg sob sob sob,0,,,,,,
yay_yow,RISK,0,,,,,,
notkoltt,!lastseen xQc,1,,,,,,
schnozebot,"notkoltt, xQc was last seen 14 hours and 1 minute ago, and last active 14 hours and 1 minute ago.",,,,,,,
vonte_atl,!gamble 288,,,,,,,
yooluciano,LMFAOOOOOO,1,,,,,,
scrapppy,VIP,,,,,,,
hiddenmkd,VIP HIM,,,,,,,
brixnnguyxn,VIP,,,,,,,
zlatblob,ohnonononono,,,,,,,
fluukie,WW,,,,,,,
john2giggly,WW AYO,,,,,,,
xsluto,VIp him,,,,,,,
rhn_noah510,@yonder1211 can i get a gifted gang please,,,,,,,
dumasupraa,VIPPPP THE GOAT,,,,,,,
spiderrmon11,ayo,,,,,,,
sojuuulol,VIP HIM,,,,,,,
vishic29_2,@jasontheween thank him,,,,,,,
tallt9,shout out to boosie,,,,,,,
memoelguapo13,VIP HIM,,,,,,,
wav217,WWWW VIP,,,,,,,
samskio,VIP AYO,,,,,,,
hehejeus,heart eyes jay,,,,,,,
dwktwras,w glaze,,,,,,,
faith0967,shopping seg,,,,,,,
mar11111111111111,VIP HIM,,,,,,,
frridayy__,WW,,,,,,,
kaethus,WW VIP,,,,,,,
caroney2019,VIPPP YOUR TOP DONATORS,,,,,,,
puredxsignss,WW,,,,,,,
texann__,WW,,,,,,,
chromedzn,VIP AYOOOOO,,,,,,,
haykal00,WW,,,,,,,
cristian_negrete,WW,,,,,,,
legacyry,Ed,,,,,,,
yoleek5,might ?,,,,,,,
vonte_atl,!gamble 70,,,,,,,
y_u_looking,BROOOOO,,,,,,,
iconicaf123,lloll,,,,,,,
john2giggly,HE HITTING IT,,,,,,,
vonte_atl,!gamble 10,,,,,,,
okkxtzu,!gamble 50%,,,,,,,
skill_issue101_alt,@zo5vke stfu,,,,,,,
ray_477,Bradley wants them lil cheeks,,,,,,,
enares62,Voldemort has competition,,,,,,,
kuyafebo,ong,,,,,,,
xsluto,LOL,,,,,,,
tedp1234,LOL,,,,,,,
supahbest,Bradley likes them blonde petite and asian,,,,,,,
yoleek5,myf,,,,,,,
pdogswaglord,WW,,,,,,,
gl2910,LOL,,,,,,,
elijah1603,LICK MY EAR,,,,,,,
lakss08,HES A HERO,,,,,,,
,,,,,,,,
ERO,,,,,,,,
minionpopcorn,LOL,,,,,,,
dinorex745,WW,,,,,,,
shayanalam,LOL,,,,,,,
wigiewagwigdodo,WW WW WW,,,,,,,
de_booty,YESSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS,,,,,,,
sixhal,WW,,,,,,,
,,,,,,,,
paapaya1215,I LOVE U,,,,,,,
imhance,LMFAO,,,,,,,
moha3f,NOWAYYYY,,,,,,,
barhosa,WW,,,,,,,
grimmej0w,HUH,,,,,,,
cloutifiedzaid,HUH,,,,,,,
eded this,,,,,,,,
maks__l2,LETS GOOOO,,,,,,,
nightlander501,???,,,,,,,
yayshii,🔥,,,,,,,
chiikennn,NOWAY,,,,,,,
samskio,HUH,,,,,,,
sa18_,LMFAOOOOOOOOOO,,,,,,,
freeeezer20,WWWWWW,,,,,,,
TEN,,,,,,,,
ronn250,IM SLEEPING GOOD TONIGHT,,,,,,,
poppo_707,HUH,,,,,,,
newjeanzzt,she gotta read all subs,,,,,,,
dannyysmells,LESSSS GOOOOOOOOOOOOOO,,,,,,,
skillfulhuss,ME,,,,,,,
brxhmxment,YES YES YES,,,,,,,
ohmygrr,ww,,,,,,,
lowkeyid,bro,,,,,,,
codenamejaee,WW ASMR ͏,,,,,,,
chez_wich,I’m so hype,,,,,,,
w1ck3d22,Mommy ASMR?,,,,,,,
generationclueless,WW JASON,,,,,,,
texann__,LOL �b0b1228,LOL,,,,,,
azjramirez,LMFAO,,,,,,,
joejumbo6969,uuh,,,,,,,
,,,,,,,,
rubbert0e,LOL,,,,,,,
kobelle50,LMAO,,,,,,,
papaflaffy,LMFAO,,,,,,,
notpandan,LOL,,,,,,,
frridayy__,LMAOOO,,,,,,,
alethiovl,WW she goated,,,,,,,
wolffein,LO,,,,,,,
ceodkayy,Lmao,,,,,,,
sumthing07,WW,,,,,,,
newjeanzzt,LOL,,,,,,,
ohmygrr,WW WW WW,,,,,,,
jaexxvii,LO,,,,,,,
svid_08,WE GONNA BE THERE💯💯💯,,,,,,,
bando_baby29,mmm,,,,,,,
a besh zenipt10,HUH,,,,,,,
puredxsignss,uuh,,,,,,,
1lucu,LMFAO,,,,,,,
ing good,,,,,,,,
ca_apa,Best segment,,,,,,,
sadbullah,LOL,,,,,,,
kolapanda,???,,,,,,,
mac442,LOL,,,,,,,
dopaminewyd,LOL LOL,,,,,,,
aukiuma,LOL,,,,,,,
deluxeluxury,LMFAO,,,,,,,
skillfulhuss,ME I VOLUNTEER,,,,,,,
imagineily,mmm,,,,,,,
codenamejaee,WW ASMR,,,,,,,
samskio,LOL,,,,,,,
iitzedooo,HERO,,,,,,,
xvxkarat,sob,,,,,,,
cortatroncos,LOL,,,,,,,
sumsum54_,LMAO,,,,,,,
gurzzy_,LOL,,,,,,,
nxsski,LMFAO,,,,,,,
n1k0_420_,mmm,,,,,,,
minionpopcorn,LMFAO,,,,,,,
kuyafebo,LOL,,,,,,,
blazer_snd,yooo,,,,,,,
,,,,,,,,
jaexxvii,LOL LOL,,,,,,,
1lucu,LOL,,,,,,,
henrayy94,LMFAOOOO,,,,,,,
sahlyd,LOL,,,,,,,
johnmaverick_,Who she,,,,,,,
elastr1x,LOL,,,,,,,
chez_wich,LMFAO,,,,,,,
clippedbylucky,what,,,,,,,
gabesononchalant,yh,,,,,,,
qazin1337,WW METHODS,,,,,,,
shayanalam,uuh,,,,,,,
kokoro_yuki,LOL ͏,,,,,,,
xsluto,?,,,,,,,
henrayy94,FYE,,,,,,,
rhn_noah510,LOL,,,,,,,
quietsteppin,I dont like ASMR but dizzy is cool af,,,,,,,
puredxsignss,????,,,,,,,
frsh07,Where's QT?,,,,,,,
cowteen,WW HEROOO,,,,,,,
joejumbo6969,LOL,,,,,,,
axfreddy,whoever said erobb night segment you are a genius,,,,,,,
bogart99x,Lol,,,,,,,
freeeezer20,IM SO HYPE,,,,,,,
unaway on the piano,,,,,,,,
riphosi,LOL,,,,,,,
mightyalk,LOL,,,,,,,
syke_j0ker,LOL,,,,,,,
gl2910,mmm,,,,,,,
bo7medon,ome44,,,,,,,
gaminggp3,LOL,,,,,,,
johnnemo3,mmm,,,,,,,
zincist,LOL WHAT,,,,,,,
xsluto,BRO,,,,,,,
?????,,,,,,,,
puredxsignss,LMFAO,,,,,,,
forner_,???,,,,,,,
vonte_atl,!gamble 174,,,,,,,
yoleek5,fuck you lucy,,,,,,,
kiccahboa,nikkas got lacy tellin him no,,,,,,,
vvmoe,@JAYKAYRAH i would be gratefull with 100,,,,,,,
dotywbu,@ilyyTia type shit,,,,,,,
jaykayrah,!addpoints dotywbu 10m,,,,,,,
ars0ndevil,ada so nice,,,,,,,
yoleek5,deadass,,,,,,,
cloutifiedzaid,D1 D1 D1,,,,,,,
sophipurin,WW BRAD,,,,,,,
rvckgrimes,why yall flirting,,,,,,,
monarch259,I recon we invite brad to the wwe,,,,,,,
sahlyd,TOAST YOU GOTTA BE QUICKER,,,,,,,
aura_of_hisoka,WW JODI,,,,,,,
arxernne,HE DOES IT EVERY DAYS BRO SINCE HE SAW JASON PHYSIQUE,,,,,,,
pas1touss,LMFOA,,,,,,,
majinxmajin99,watch dat last clip,,,,,,,
xhausting_,https://x.com/choburt1/status/1974322953975443922 ͏,,,,,,,
wzbot,"👤 New FOLLOW(S) ❤ xuenes, niteliklifincan22, cashmoneycain_1 ❤, WELCOME! (1 004 119 followers) (+15200).",,,,,,,
yooluciano,!gamble all,,,,,,,
vvmoe,uuh,,,,,,,
aparks22,SOB,,,,,,,
ogevara,wideSpeedApple,,,,,,,
yoad0nis,wideSpeedApple,,,,,,,
notbonii,wideSpeedApple,,,,,,,
majinxmajin99,Jodi clip u tabbed,,,,,,,
secretpar,LO,,,,,,,
woofwoofbarkbarkmeowmeow,which that one?,,,,,,,
jxck_o,i love travis,,,,,,,
sophipurin,LOL,,,,,,,
de_booty,LO,,,,,,,
sammiss,GO TOP,,,,,,,
vvmoe,SO MUCH,,,,,,,
msysl,@truegooner1234 wsg,,,,,,,
vonte_atl,!gamble 67,,,,,,,
kaisubo,AURA,,,,,,,
te,Ayy,,,,,,,
dgorsted,AURA,,,,,,,
travvy5622,LMAOOO,,,,,,,
kingjabas,geez,,,,,,,
notpandan,AURA ͏,,,,,,,
cloutifiedzaid,AURA,,,,,,,
,,,,,,,,
imitsdaniel,AYY,,,,,,,
j_theace,ZELDA,,,,,,,
,,,,,,,,
staardash,AURA JODI,,,,,,,
imhance,wtf lmao,,,,,,,
andbagging smh,,,,,,,,
dogplayingtetris,WW,,,,,,,
yay_yow,WW,,,,,,,
moeki213,WW,,,,,,,
sakinnx,WW,,,,,,,
RA,,,,,,,,
opazmalte,AURA,,,,,,,
tworyn,AURA,,,,,,,
jaysilver,WW OCARINA OF TIME,,,,,,,
forestqt,AURA,,,,,,,
intesticle,AYY,,,,,,,
reelzino,!points,,,,,,,
msysl,@HeyItzZay2x why does this have me weak,,,,,,,
jaykayrah,!sub,,,,,,,
ozz1of1,!gamble 20m,,,,,,,
enares62,feed the team,1,,,,,,
hrysy14,damn nigga,0,,,,,,
paltry_collie1,AYO,1,,,,,,
alteron_,HUH,1,,,,,,
imagineily,HUH,1,,,,,,
felaxitive,Jodi mogged 2/6 faze members in one night,1,,,,,,
jimng22,?,,,,,,,
?,,,,,,,,
yumishv2,feed them now,,,,,,,
frridayy__,PIECE TOAST YBG,0,,,,,,
sadbullah,?,,,,,,,
jordan05698,?,,,,,,,
time_dent,WW TIME TRAVEl,2,,,,,,
muhlawn33,WW time travel,2,,,,,,
rwolr,BabyRage BabyRage BabyRage  BabyRage BabyRage BabyRage  BabyRage BabyRage BabyRage,0,,,,,,
lacystreadmill,:  BabyRage    BabyRage \,0,,,,,,
gilug2,BabyRage,0,,,,,,
tizericy,BabyRage,0,,,,,,
asidiwkksdj,BabyRage BabyRage BabyRage BabyRage BabyRageBabyRage BabyRage BabyRage BabyRage BabyRage,0,,,,,,
tycares,kaicCryy stabeChopped,0,,,,,,
dutchthug,BabyRage my legs,0,,,,,,
ttvangel1k,stabeCreep stabeCreep stabeCreep stabeCreep stabeCreep stabeCreep,0,,,,,,
tizericy,BabyRage ͏,0,,,,,,
fazestabieronaldo,BabyRage  my legs omg,0,,,,,,
dannythebigm,BabyRage BabyRage BabyRage,0,,,,,,
christin_47,BabyRage BabyRage BabyRage BabyRage BabyRage BabyRage BabyRage BabyRage BabyRage,0,,,,,,
godharrypro,another piano,0,,,,,,
jonahj7,BabyRage ͏,0,,,,,,
thejakeyeah,SchizoUuh SchizoUuh,0,,,,,,
thebiggilll,BabyRage BabyRage BabyRage BabyRage,0,,,,,,
tizericy,BabyRage,0,,,,,,
